sequence_name,sample_date,epi_week,country,adm1,adm2,lineage,lineages_version,uk_lineage,acc_lineage,del_lineage,phylotype,acc_introduction,del_introduction,sequencing_org_code
England/NORW-E6F03/2020,2020-04-21,17.0,UK,UK-ENG,SUFFOLK,B.1.p11,2020-05-19,UK135,B.1_534,B.1_547,UK135_1.2.1.1,B.1_1371,B.1_1384,NORW
England/NOTT-110172/2020,2020-04-12,16.0,UK,UK-ENG,NOTTINGHAM,B.1.p11,2020-05-19,UK2464,B.1_82,B.1_88,UK2464_1.8,B.1_990,B.1_1003,NOTT
England/NOTT-110163/2020,2020-04-12,16.0,UK,UK-ENG,NOTTINGHAM,B.3,2020-05-19,UK62,B_180,B_206,UK62_1,B_252,B_253,NOTT
England/NOTT-110127/2020,2020-04-11,15.0,UK,UK-ENG,NOTTINGHAM,B.1,2020-05-19,UK266,B.1_1134,B.1_1152,UK266_1,B.1_2158,B.1_2201,NOTT
England/NOTT-110154/2020,2020-04-12,16.0,UK,UK-ENG,NOTTINGHAM,B.1,2020-05-19,UK266,B.1_1134,B.1_1152,UK266_1,B.1_2158,B.1_2201,NOTT
England/NOTT-110136/2020,2020-04-11,15.0,UK,UK-ENG,NOTTINGHAM,B.1,2020-05-19,UK266,B.1_1134,B.1_1152,UK266_1,B.1_2158,B.1_2201,NOTT
England/NOTT-110145/2020,2020-04-11,15.0,UK,UK-ENG,NOTTINGHAM,B.1,2020-05-19,UK266,B.1_1134,B.1_1152,UK266_1,B.1_2158,B.1_2201,NOTT
England/SHEF-C4800/2020,2020-04-01,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK343,B.1_1297,B.1_1315,UK343_1,B.1_1995,B.1_2038,SHEF
England/SHEF-CC45F/2020,2020-04-02,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2,2020-05-19,UK5521,B.2_1176,B.2_1227,,B.2_1312,B.2_1396,SHEF
England/SHEF-CD403/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK2550,B.1.X_525,B.1.X_982,,B.1.X_44,B.1.X_44,SHEF
England/SHEF-C440C/2020,2020-04-04,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_303,UK5_1.1.1,B.1.X_613,B.1.X_1031,SHEF
England/SHEF-C7A8F/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.2,B_231,B_232,SHEF
England/SHEF-C9021/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK194,B.1.X_2315,B.1.X_2772,UK194_1,B.1.X_1475,B.1.X_2036,SHEF
England/SHEF-C2055/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.5,2020-05-19,UK2530,B.1.X_115,B.1.X_554,,B.1.X_7,B.1.X_7,SHEF
England/SHEF-D08B6/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK3366,B.1.X_1612,B.1.X_2069,,B.1.X_2178,B.1.X_2739,SHEF
England/SHEF-C7A34/2020,2020-04-04,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK5137,B.1_1066,B.1_1084,,B.1_2226,B.1_2269,SHEF
England/SHEF-CE684/2020,2020-04-04,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2.1,2020-05-19,UK95,B.2_761,B.2_814,UK95_1.1,B.2_111,B.2_137,SHEF
England/SHEF-D28E1/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK24,B.1.X_2322,B.1.X_2779,UK24_1,B.1.X_1468,B.1.X_2029,SHEF
England/SHEF-CE718/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.5,2020-05-19,UK915,B.1.X_114,B.1.X_553,UK915_1,B.1.X_8,B.1.X_8,SHEF
England/SHEF-CEE04/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1592,B.1_1605,SHEF
England/SHEF-C8C6A/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B,2020-05-19,UK173,B_252,B_278,UK173_1,B_32,B_33,SHEF
England/SHEF-C6060/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2.1,2020-05-19,UK384,B.2_1145,B.2_1196,UK384_1,B.2_747,B.2_773,SHEF
England/SHEF-D10CC/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.15,2020-05-19,UK131,B_121,B_146,UK131_1.1,B_400,B_416,SHEF
England/SHEF-C21DA/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK1709,B.1_303,B.1_310,,B.1_235,B.1_235,SHEF
England/LIVE-9BBFA/2020,2020-04-21,17.0,UK,UK-ENG,,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.3.1,B.1_1733,B.1_1749,LIVE
England/LIVE-9BB90/2020,2020-04-23,17.0,UK,UK-ENG,,B.1.5,2020-05-19,UK435,B.1_196,B.1_203,UK435_1.1,B.1_530,B.1_530,LIVE
England/LIVE-9B9C3/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK193,B.1.X_2252,B.1.X_2709,UK193_1.1,B.1.X_1538,B.1.X_2099,LIVE
England/LIVE-9BA1B/2020,2020-04-19,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3367,B.1.X_1611,B.1.X_2068,,B.1.X_2179,B.1.X_2740,LIVE
England/LIVE-9BAA2/2020,2020-04-22,17.0,UK,UK-ENG,,B.10,2020-05-19,UK72,B_475,B_501,UK72_1.4.1,B_419,B_453,LIVE
England/LIVE-9BBDC/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK353,B.1.X_1610,B.1.X_2067,UK353_1,B.1.X_2180,B.1.X_2741,LIVE
England/LIVE-9BA84/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK758,B.1.X_252,B.1.X_700,UK758_1,B.1.X_973,B.1.X_1483,LIVE
England/LIVE-9BBEB/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK2808,B.1.X_1609,B.1.X_2066,,B.1.X_2181,B.1.X_2742,LIVE
England/LIVE-9BB36/2020,2020-04-22,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK236,B.1.X_1994,B.1.X_2451,UK236_1,B.1.X_1796,B.1.X_2357,LIVE
England/LIVE-9BA39/2020,2020-04-19,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK269,B.1.X_2185,B.1.X_2642,UK269_1.2,B.1.X_1605,B.1.X_2166,LIVE
England/LIVE-9B9F0/2020,2020-04-18,16.0,UK,UK-ENG,,B.1.1,2020-05-19,UK307,B.1.X_1992,B.1.X_2449,UK307_1,B.1.X_1798,B.1.X_2359,LIVE
England/LIVE-9BA48/2020,2020-04-19,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3368,B.1.X_1608,B.1.X_2065,,B.1.X_2182,B.1.X_2743,LIVE
England/LIVE-9B996/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK632,B.1.X_257,B.1.X_705,UK632_1,B.1.X_946,B.1.X_1456,LIVE
Scotland/CVR2810/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK5098,B.1_1261,B.1_1279,UK5098_1,B.1_2031,B.1_2074,GLAS
Scotland/CVR2446/2020,2020-04-14,16.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK5098,B.1_1261,B.1_1279,UK5098_1,B.1_2031,B.1_2074,GLAS
Scotland/CVR2802/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
Scotland/CVR2838/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK5129,B.1_1179,B.1_1197,UK5129_1,B.1_2113,B.1_2156,GLAS
Scotland/CVR2135/2020,2020-04-10,15.0,UK,UK-SCT,GLASGOW,B.1.p11,2020-05-19,UK2557,B.1_77,B.1_83,UK2557_1,B.1_1306,B.1_1319,GLAS
Scotland/CVR2812/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1,2020-05-19,UK2207,B.1_1065,B.1_1083,,B.1_2227,B.1_2270,GLAS
Scotland/CVR2803/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK5098,B.1_1261,B.1_1279,UK5098_1,B.1_2031,B.1_2074,GLAS
Scotland/CVR2837/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
Scotland/CVR2805/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1,B.1_2029,B.1_2072,GLAS
Scotland/CVR2814/2020,2020-04-21,17.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK5098,B.1_1261,B.1_1279,UK5098_1,B.1_2031,B.1_2074,GLAS
Scotland/CVR2672/2020,2020-04-17,16.0,UK,UK-SCT,GLASGOW,B.1.p73,2020-05-19,UK52,B.1_1263,B.1_1281,UK52_1.11.1,B.1_2029,B.1_2072,GLAS
England/CAMB-83E47/2020,2020-04-24,17.0,UK,UK-ENG,HERTFORDSHIRE,B.1.p11,2020-05-19,UK494,B.1_81,B.1_87,UK494_1.4,B.1_1210,B.1_1223,CAMB
England/CAMB-83DE0/2020,2020-04-25,17.0,UK,UK-ENG,SUFFOLK,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_99,UK5_1.1.1.1.1,B.1.X_613,B.1.X_726,CAMB
England/CAMB-83DD1/2020,2020-04-25,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK147,B.1.X_2339,B.1.X_564,UK147_1,B.1.X_1355,B.1.X_1910,CAMB
England/CAMB-83D0E/2020,2020-04-22,17.0,UK,UK-ENG,SUFFOLK,B.1.1.3,2020-05-19,UK26,B.1.X_535,B.1.X_992,UK26_1.3,B.1.X_34,B.1.X_34,CAMB
England/CAMB-83D68/2020,2020-04-23,17.0,UK,UK-ENG,GREATER_LONDON,B.1.1,2020-05-19,UK128,B.1.X_2318,B.1.X_2775,UK128_1,B.1.X_1472,B.1.X_2033,CAMB
England/CAMB-83D86/2020,2020-04-23,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK3137,B.1.X_1606,B.1.X_2063,,B.1.X_2184,B.1.X_2745,CAMB
England/CAMB-83DA4/2020,2020-04-24,17.0,UK,UK-ENG,SUFFOLK,B,2020-05-19,UK8,B_469,B_495,UK8_1.3.1,B_425,B_459,CAMB
England/CAMB-82B50/2020,2020-04-22,17.0,UK,UK-ENG,HERTFORDSHIRE,B.1,2020-05-19,UK503,B.1_1164,B.1_1182,UK503_1,B.1_2128,B.1_2171,CAMB
England/CAMB-83D1D/2020,2020-04-22,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK3370,B.1.X_1605,B.1.X_2062,,B.1.X_2185,B.1.X_2746,CAMB
England/CAMB-83D2C/2020,2020-04-23,17.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1,2020-05-19,UK2208,B.1_1064,B.1_1082,,B.1_2228,B.1_2271,CAMB
England/CAMB-83CF2/2020,2020-04-23,17.0,UK,UK-ENG,ESSEX,B.1.p11,2020-05-19,UK523,B.1_484,B.1_497,UK523_1,B.1_1421,B.1_1434,CAMB
England/CAMB-83DC2/2020,2020-04-24,17.0,UK,UK-ENG,ESSEX,B.1.36,2020-05-19,UK51,B.1_8,B.1_8,UK51_1,B.1_25,B.1_25,CAMB
England/CAMB-83DB3/2020,2020-04-24,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK253,B.1.X_2208,B.1.X_2665,UK253_1.1,B.1.X_1582,B.1.X_2143,CAMB
England/CAMB-83D77/2020,2020-04-24,17.0,UK,UK-ENG,GREATER_LONDON,B.1.1.7,2020-05-19,UK5180,B.1.X_92,B.1.X_531,UK5180_1,B.1.X_274,B.1.X_274,CAMB
England/CAMB-83D59/2020,2020-04-23,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK33,B.1.X_2478,B.1.X_860,UK33_1.2.1,B.1.X_499,B.1.X_510,CAMB
England/CAMB-83E29/2020,2020-04-25,17.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK13,B.1.X_182,B.1.X_622,UK13_1.1.2,B.1.X_1167,B.1.X_1705,CAMB
England/CAMB-83E0B/2020,2020-04-25,17.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1.2,B.1.X_699,B.1.X_1201,CAMB
England/CAMB-83D95/2020,2020-04-24,17.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK141,B.1.X_241,B.1.X_684,UK141_1,B.1.X_997,B.1.X_1519,CAMB
England/LOND-D39CF/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1.9,2020-05-19,UK89,B.1.X_2476,B.1.X_749,UK89_1.3.4,B.1.X_731,B.1.X_1235,LOND
England/LOND-D3965/2020,2020-04-03,14.0,UK,UK-ENG,GREATER LONDON,B.1.p11,2020-05-19,UK469,B.1_9,B.1_9,,B.1_967,B.1_980,LOND
England/LOND-D3A53/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1,B.1.X_707,B.1.X_1209,LOND
England/LOND-D3A17/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK507,B.1.X_1982,B.1.X_2439,UK507_1,B.1.X_1808,B.1.X_2369,LOND
England/LOND-D3A44/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1,B.1.X_694,B.1.X_1196,LOND
England/LOND-D3A9F/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4718,B.2_654,B.2_707,,B.2_218,B.2_244,LOND
England/LOND-D39B0/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK374,B.1.X_2084,B.1.X_2541,UK374_1.1,B.1.X_1706,B.1.X_2267,LOND
England/LOND-D3A62/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK11,B.1_595,B.1_613,UK11_1,B.1_722,B.1_722,LOND
England/LOND-D39FC/2020,2020-04-06,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK670,B.1.X_1604,B.1.X_2061,UK670_1,B.1.X_2186,B.1.X_2747,LOND
England/LOND-D3ACC/2020,2020-04-06,15.0,UK,UK-ENG,ESSEX,B.1,2020-05-19,UK11,B.1_595,B.1_613,UK11_1.1,B.1_733,B.1_733,LOND
England/LOND-D3992/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK1933,B.1_1335,B.1_1348,,B.1_807,B.1_807,LOND
England/LOND-D3A08/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK2619,B.1.X_2489,B.1.X_2938,,B.1.X_222,B.1.X_222,LOND
England/LOND-D3A71/2020,2020-04-06,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1.4,2020-05-19,UK53,B.1.X_540,B.1.X_997,UK53_1.3,B.1.X_29,B.1.X_29,LOND
England/LOND-D3974/2020,2020-04-03,14.0,UK,UK-ENG,KENT,B.1.1,2020-05-19,UK141,B.1.X_241,B.1.X_684,UK141_1,B.1.X_998,B.1.X_1520,LOND
England/LOND-D3A35/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK701,B.1_371,B.1_384,UK701_1,B.1_1593,B.1_1606,LOND
England/LOND-D3A80/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1,B.1.X_693,B.1.X_1195,LOND
England/LOND-D3ABD/2020,2020-04-06,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1.4,2020-05-19,UK53,B.1.X_540,B.1.X_997,UK53_1.3,B.1.X_29,B.1.X_29,LOND
England/LOND-D3A26/2020,2020-04-06,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK5475,B.1.X_1603,B.1.X_2060,UK5475_1,B.1.X_2187,B.1.X_2748,LOND
England/LOND-D3AAE/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK11,B.1_595,B.1_613,UK11_1,B.1_717,B.1_717,LOND
England/LOND-D39A1/2020,2020-04-06,15.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1,B.1.X_708,B.1.X_1210,LOND
England/LOND-D3983/2020,2020-04-03,14.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK2695,B.1.X_2647,B.1.X_3096,,B.1.X_64,B.1.X_64,LOND
England/LOND-D39DE/2020,2020-04-06,15.0,UK,UK-ENG,SURREY,B.1.5,2020-05-19,UK556,B.1_160,B.1_167,UK556_1,B.1_566,B.1_566,LOND
Scotland/EDB2599/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK558,B.1_592,B.1_610,UK558_1,B.1_898,B.1_898,EDIN
Scotland/EDB2607/2020,2020-04-25,17.0,UK,UK-SCT,WEST LOTHIAN,B,2020-05-19,UK44,B_476,B_133,UK44_1.6,B_410,B_433,EDIN
Scotland/EDB2534/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK868,B.1_159,B.1_166,UK868_1,B.1_567,B.1_567,EDIN
Scotland/EDB2563/2020,2020-04-23,17.0,UK,UK-SCT,EDINBURGH,B.1.5.6,2020-05-19,UK2200,B.1_101,B.1_108,UK2200_1.2.3,B.1_633,B.1_633,EDIN
Scotland/EDB2631/2020,2020-04-25,17.0,UK,UK-SCT,SCOTTISH BORDERS,B.1,2020-05-19,UK133,B.1_21,B.1_22,UK133_1.1,B.1_380,B.1_380,EDIN
Scotland/EDB2608/2020,2020-04-25,17.0,UK,UK-SCT,WEST LOTHIAN,B.1.5,2020-05-19,UK555,B.1_161,B.1_168,UK555_1,B.1_565,B.1_565,EDIN
Scotland/EDB2609/2020,2020-04-25,17.0,UK,UK-SCT,WEST LOTHIAN,B,2020-05-19,UK44,B_476,B_136,UK44_1.3,B_410,B_430,EDIN
Scotland/EDB2567/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1,2020-05-19,UK6,B.1_363,B.1_374,UK6_1.10,B.1_1791,B.1_1823,EDIN
Scotland/EDB2561/2020,2020-04-24,17.0,UK,UK-SCT,EAST LOTHIAN,B.1.40,2020-05-19,UK21,B.1.Y.X_70,B.1.Y.X_79,UK21_1.1.1,B.1.Y.X_66,B.1.Y.X_66,EDIN
Scotland/EDB2606/2020,2020-04-25,17.0,UK,UK-SCT,WEST LOTHIAN,B,2020-05-19,UK44,B_476,B_133,UK44_1.6,B_410,B_433,EDIN
Scotland/EDB2540/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.1,2020-05-19,UK160,B.1.X_486,B.1.X_943,UK160_1.1,B.1.X_337,B.1.X_337,EDIN
Scotland/EDB2554/2020,2020-04-23,17.0,UK,UK-SCT,EDINBURGH,B.1.1,2020-05-19,UK82,B.1.X_2277,B.1.X_2734,UK82_1.3.1,B.1.X_1513,B.1.X_2074,EDIN
Scotland/EDB2597/2020,2020-04-24,17.0,UK,UK-SCT,WEST LOTHIAN,B.1,2020-05-19,UK151,B.1.Y.X_72,B.1.Y.X_81,UK151_1,B.1.Y.X_61,B.1.Y.X_61,EDIN
Scotland/EDB2614/2020,2020-04-25,17.0,UK,UK-SCT,WEST LOTHIAN,B.1.1.14,2020-05-19,UK304,B.1.X_143,B.1.X_583,UK304_1,B.1.X_1302,B.1.X_1840,EDIN
Scotland/EDB2627/2020,2020-04-25,17.0,UK,UK-SCT,SCOTTISH BORDERS,B.1.5,2020-05-19,UK461,B.1_608,B.1_626,UK461_1.2,B.1_656,B.1_656,EDIN
Scotland/EDB2533/2020,2020-04-23,17.0,UK,UK-SCT,MIDLOTHIAN,B.1.1,2020-05-19,UK845,B.1.X_1919,B.1.X_2376,UK845_1,B.1.X_1871,B.1.X_2432,EDIN
Scotland/EDB2579/2020,2020-04-24,17.0,UK,UK-SCT,SCOTTISH BORDERS,B.1,2020-05-19,UK175,B.1_1298,B.1_1316,UK175_1,B.1_1994,B.1_2037,EDIN
Scotland/EDB2543/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK1558,B.1_158,B.1_165,,B.1_568,B.1_568,EDIN
Scotland/EDB2638/2020,2020-04-25,17.0,UK,UK-SCT,MIDLOTHIAN,B.1.5,2020-05-19,UK833,B.1_192,B.1_199,UK833_1,B.1_534,B.1_534,EDIN
Scotland/EDB2605/2020,2020-04-25,17.0,UK,UK-SCT,MIDLOTHIAN,B.1.5,2020-05-19,UK554,B.1_185,B.1_192,UK554_1.1,B.1_541,B.1_541,EDIN
Scotland/EDB2594/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK499,B.1_207,B.1_214,UK499_1,B.1_519,B.1_519,EDIN
Scotland/EDB2557/2020,2020-04-24,17.0,UK,UK-SCT,EDINBURGH,B.1.1.4,2020-05-19,UK53,B.1.X_540,B.1.X_997,UK53_1.1.1,B.1.X_29,B.1.X_29,EDIN
Scotland/EDB2620/2020,2020-04-25,17.0,UK,UK-SCT,EDINBURGH,B.1.1.4,2020-05-19,UK53,B.1.X_540,B.1.X_997,UK53_1.1,B.1.X_29,B.1.X_29,EDIN
England/LIVE-9B93C/2020,2020-04-18,16.0,UK,UK-ENG,,B.1,2020-05-19,UK625,B.1_1127,B.1_1145,UK625_1.1,B.1_2165,B.1_2208,LIVE
England/LIVE-9B969/2020,2020-04-17,16.0,UK,UK-ENG,,B.1.5,2020-05-19,UK2200,B.1_101,B.1_108,UK2200_1.8.1,B.1_646,B.1_646,LIVE
England/LIVE-9B83F/2020,2020-04-21,17.0,UK,UK-ENG,,B.1.5,2020-05-19,UK1559,B.1_157,B.1_164,,B.1_569,B.1_569,LIVE
England/LIVE-9B95A/2020,2020-04-19,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3372,B.1.X_1602,B.1.X_2059,,B.1.X_2188,B.1.X_2749,LIVE
England/LIVE-9B90F/2020,2020-04-18,16.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_208,UK5_1.1.1.1.6,B.1.X_613,B.1.X_881,LIVE
England/LIVE-9B899/2020,2020-04-22,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1.1,B.1.X_1624,B.1.X_2185,LIVE
England/LIVE-9B8D5/2020,2020-04-19,17.0,UK,UK-ENG,,B.1.1,2020-05-19,UK202,B.1.X_205,B.1.X_645,UK202_1.1,B.1.X_1130,B.1.X_1668,LIVE
England/LIVE-9B88A/2020,2020-04-22,17.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_178,UK5_1.1.1.1.2,B.1.X_613,B.1.X_858,LIVE
England/LIVE-9B8B7/2020,2020-04-20,17.0,UK,UK-ENG,,B.16,2020-05-19,UK40,B_129,B_155,UK40_1.1,B_318,B_319,LIVE
England/LIVE-9B87B/2020,2020-04-22,17.0,UK,UK-ENG,,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_178,UK5_1.1.1.1.2.1,B.1.X_613,B.1.X_823,LIVE
England/SHEF-C9953/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2.1,2020-05-19,UK333,B.2_97,B.2_148,UK333_1.1,B.2_90,B.2_113,SHEF
England/SHEF-D23B3/2020,2020-04-03,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.36,2020-05-19,UK51,B.1_8,B.1_8,UK51_1,B.1_26,B.1_26,SHEF
England/SHEF-CC54D/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.p11,2020-05-19,UK12,B.1_79,B.1_85,UK12_1,B.1_1277,B.1_1290,SHEF
England/SHEF-C237A/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK3374,B.1.X_1601,B.1.X_2058,,B.1.X_2189,B.1.X_2750,SHEF
England/SHEF-C831A/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK706,B.1.X_11,B.1.X_440,UK706_1,B.1.X_966,B.1.X_1476,SHEF
England/SHEF-CB98E/2020,2020-03-30,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK6,B.1_363,B.1_374,UK6_1.1.1,B.1_1775,B.1_1807,SHEF
England/SHEF-D17E5/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2.1,2020-05-19,UK94,B.2_792,B.2_48,UK94_1.1,B.2_15,B.2_16,SHEF
England/SHEF-D2C21/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK235,B.1.X_2330,B.1.X_2787,UK235_1,B.1.X_1460,B.1.X_2021,SHEF
England/SHEF-C394A/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_167,UK5_1.1.1.1.1,B.1.X_613,B.1.X_658,SHEF
England/SHEF-CFAB4/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2,2020-05-19,UK5523,B.2_1175,B.2_1226,,B.2_1313,B.2_1397,SHEF
England/SHEF-CAE71/2020,2020-04-01,14.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK92,B.1.X_2166,B.1.X_2623,UK92_1,B.1.X_1624,B.1.X_2185,SHEF
England/SHEF-D0EC3/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK394,B.1.X_300,B.1.X_748,UK394_1,B.1.X_739,B.1.X_1249,SHEF
England/SHEF-C1E89/2020,2020-04-10,15.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2.1,2020-05-19,UK681,B.2_95,B.2_144,UK681_1,B.2_95,B.2_121,SHEF
England/SHEF-D0124/2020,2020-03-26,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK842,B.1.X_1697,B.1.X_2154,UK842_1,B.1.X_2093,B.1.X_2654,SHEF
England/SHEF-D3482/2020,2020-03-24,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.7,B.1_1733,B.1_1757,SHEF
